,y,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
70,0,7,13,6,7,3,12,5,2,6,12,3,6,2,10,4,12,5,12,4,6,2,11,5,3,6,12,3,7,2,9,4,11
71,0,1,1,1,2,1,7,7,1,7,7,6,8,0,8,2,8,7,14,6,8,4,8,8,2,6,13,4,5,2,8,6,9
72,0,5,10,6,8,3,9,6,2,7,7,6,5,0,8,4,7,3,4,4,5,3,7,8,4,5,7,8,7,2,9,8,9
73,0,0,7,0,4,0,7,7,4,4,7,6,8,0,8,0,8,0,3,1,2,1,7,7,1,6,7,6,8,0,8,2,8
74,0,2,5,4,4,1,7,7,0,7,13,6,8,0,8,1,8,0,0,0,0,0,7,7,4,4,7,6,8,0,8,0,8
75,0,0,0,0,0,0,7,7,4,4,7,6,8,0,8,0,8,0,1,0,1,0,7,7,4,4,7,6,8,0,8,0,8
76,0,1,2,1,3,1,7,7,1,7,7,6,8,0,8,2,8,6,11,7,8,5,7,7,1,7,7,6,8,0,8,4,8
77,0,4,5,6,5,4,8,9,4,6,7,7,8,3,8,8,8,5,9,4,4,2,9,7,6,4,13,5,8,3,8,5,10
78,0,6,11,4,6,2,9,6,6,5,13,5,9,2,8,4,9,3,10,4,7,2,7,8,0,8,13,6,7,0,8,1,7
79,0,2,7,4,5,4,10,6,2,5,8,5,5,3,8,5,6,1,3,1,2,1,8,7,1,7,7,6,7,0,8,2,7
80,0,2,8,3,6,2,8,7,0,7,13,6,9,0,8,1,8,1,5,2,4,1,7,7,0,7,13,6,8,0,8,1,8
81,0,3,10,4,7,3,8,7,0,7,13,6,8,0,8,1,8,6,15,4,8,3,11,5,4,5,12,2,7,3,8,5,10
82,0,3,10,4,8,3,7,7,0,7,13,6,8,0,8,1,8,3,7,4,5,2,9,6,0,7,13,5,8,0,8,1,8
83,0,4,9,5,7,3,9,6,0,7,13,5,9,0,8,1,8,3,10,5,8,3,8,6,0,7,13,6,9,1,7,2,8
84,0,1,8,0,6,1,7,7,5,3,7,6,8,0,8,0,8,5,9,7,6,4,6,6,3,7,7,6,12,0,8,4,9
85,0,7,14,6,8,4,10,6,4,6,14,3,6,2,8,6,10,1,5,0,7,0,7,7,4,4,7,6,8,0,8,0,8
86,0,3,10,4,8,2,7,7,0,8,14,6,8,0,8,1,8,4,11,5,8,3,7,7,0,7,13,6,8,0,8,1,8
87,0,1,3,2,2,1,7,8,1,7,13,6,8,0,8,1,7,3,6,4,4,2,6,9,0,6,13,7,7,0,8,1,7
88,0,1,3,1,2,1,7,7,1,7,7,6,8,0,8,2,8,1,7,2,5,1,7,7,0,7,13,6,8,0,8,1,8
89,0,1,2,1,3,1,7,7,1,7,7,6,8,0,8,2,8,3,11,4,8,3,9,7,0,7,13,5,8,0,8,1,8
90,0,2,10,2,8,2,8,7,0,9,7,6,7,0,8,3,7,3,7,4,5,2,7,7,0,8,14,6,8,0,8,1,8
91,0,3,10,5,7,6,9,6,3,4,8,5,5,6,7,5,5,1,10,0,7,0,7,7,4,4,7,6,8,0,8,0,8
92,0,1,5,0,7,0,7,7,4,4,7,6,8,0,8,0,8,1,3,1,2,1,8,7,1,7,7,6,7,0,8,2,7
93,0,7,12,5,6,2,10,5,6,4,13,3,9,3,8,4,9,3,6,4,4,2,5,7,3,7,7,6,12,0,8,4,9
94,0,1,8,2,6,2,7,7,0,7,7,6,8,0,8,2,8,0,0,0,1,0,7,7,4,4,7,6,8,0,8,0,8
95,0,1,7,0,4,0,7,7,4,4,7,6,8,0,8,0,8,1,9,1,7,1,7,7,0,9,7,6,8,0,8,3,8
96,0,4,8,5,6,3,7,6,2,7,7,7,8,3,8,4,8,1,6,0,4,1,7,7,5,3,7,6,8,0,8,0,8
97,0,2,8,3,6,1,7,7,0,8,14,6,9,0,8,1,8,1,6,2,4,1,7,7,0,7,14,6,8,0,8,1,8
98,0,2,7,3,5,2,7,9,0,6,13,6,7,0,8,1,7,2,9,3,7,4,7,7,0,7,7,6,8,0,8,3,8
99,0,2,8,2,6,2,7,7,0,7,7,6,8,0,8,3,8,5,12,4,6,3,10,6,3,5,13,3,6,2,8,5,10
100,0,1,8,0,6,0,7,7,4,4,7,6,8,0,8,0,8,1,7,0,4,0,7,7,4,4,7,6,8,0,8,0,8
101,0,0,6,0,4,0,7,7,4,4,7,6,8,0,8,0,8,3,9,5,7,5,12,5,1,6,8,4,5,1,8,5,10
102,0,1,9,0,6,0,7,7,4,4,7,6,8,0,8,0,8,1,3,1,1,1,7,7,2,7,7,6,8,0,8,2,8
103,0,2,6,3,4,2,7,7,0,6,13,6,8,0,8,1,8,1,2,1,4,1,7,7,1,7,7,6,8,0,8,2,8
104,0,3,8,4,6,2,7,7,0,8,14,6,8,0,8,1,8,1,5,0,7,0,7,7,4,4,7,6,8,0,8,0,8
105,0,1,10,0,7,0,7,7,4,4,7,6,8,0,8,0,8,1,5,2,4,1,7,9,0,7,13,6,6,0,8,1,7
106,0,2,5,1,4,1,7,7,1,7,7,6,8,0,8,3,8,6,7,8,8,7,9,8,5,5,7,5,9,3,8,9,7
107,0,0,6,0,4,0,7,7,4,4,7,6,8,0,8,0,8,1,8,1,6,1,7,7,0,8,7,6,8,0,8,3,8
108,0,1,6,0,4,0,7,7,5,3,7,6,8,0,8,0,8,0,0,0,0,0,7,7,4,4,7,6,8,0,8,0,8
109,0,1,5,0,7,0,7,7,4,4,7,6,8,0,8,0,8,5,8,6,9,6,7,8,5,6,7,7,7,3,9,9,9
110,0,1,3,2,2,0,7,7,1,7,13,6,9,0,8,1,8,3,9,6,7,6,10,5,2,4,9,5,5,3,8,5,7
111,0,3,4,4,5,3,7,8,4,5,7,8,7,2,9,8,9,1,9,0,6,0,7,7,4,4,7,6,8,0,8,0,8
112,0,8,14,7,8,4,7,9,3,7,14,5,4,3,7,6,8,2,8,3,6,2,7,7,0,8,13,6,8,0,8,1,7
113,0,0,0,0,0,0,7,7,4,4,7,6,8,0,8,0,8,3,9,4,6,3,7,7,0,7,13,6,8,0,8,1,8
114,0,1,10,0,7,0,7,7,4,4,7,6,8,0,8,0,8,2,6,3,4,1,7,7,0,7,13,6,8,0,8,1,8
115,0,1,6,0,4,1,7,7,5,3,7,6,8,0,8,0,8,4,10,5,8,3,5,9,0,7,13,7,6,2,9,3,6
116,0,3,7,4,5,2,7,9,0,7,13,6,6,0,9,2,7,1,11,0,8,0,7,7,4,4,7,6,8,0,8,0,8
117,0,0,3,0,4,0,7,7,4,4,7,6,8,0,8,0,8,4,11,5,8,3,8,6,0,7,13,6,9,2,7,3,8
118,0,7,14,6,8,4,8,8,2,6,13,4,5,2,8,6,9,2,11,2,8,2,8,7,0,8,7,6,7,0,8,3,7
119,0,1,5,1,3,1,7,7,1,7,7,6,8,0,8,3,8,2,6,3,4,2,7,7,0,7,13,6,8,0,8,1,8
120,0,3,10,4,8,3,7,9,0,7,13,6,7,0,9,2,7,2,8,2,6,2,7,7,0,8,7,6,8,0,8,3,8
121,0,0,3,0,4,0,7,7,4,4,7,6,8,0,8,0,8,2,5,4,4,1,7,7,0,8,14,6,9,0,8,1,8
122,0,2,5,3,4,1,7,7,0,8,13,6,8,0,8,1,8,6,12,4,7,3,11,3,4,5,12,2,8,3,8,4,10
123,0,2,9,2,7,2,7,7,0,8,7,6,8,0,8,3,8,2,10,3,8,4,7,7,0,7,7,6,8,0,8,3,8
124,0,2,10,3,8,2,9,6,0,7,13,5,8,0,8,1,8,1,1,0,2,0,7,7,1,7,7,6,8,0,8,2,8
125,0,0,7,0,5,0,7,7,4,4,7,6,8,0,8,0,8,1,9,0,6,1,7,7,5,3,7,6,8,0,8,0,8
126,0,0,8,0,5,0,7,7,4,4,7,6,8,0,8,0,8,1,7,0,5,1,7,7,5,3,7,6,8,0,8,0,8
127,0,1,4,3,3,1,7,7,1,7,14,6,8,0,8,1,8,3,9,4,7,3,8,6,0,7,13,6,9,0,7,2,7
128,0,5,9,4,4,2,9,7,6,4,13,5,8,3,8,5,10,3,11,5,8,6,9,6,3,4,8,5,5,5,8,5,5
129,0,2,9,3,7,4,7,7,0,7,7,6,8,0,8,3,8,0,0,0,0,0,7,7,4,4,7,6,8,0,8,0,8
130,0,0,6,0,4,0,7,7,4,4,7,6,8,0,8,0,8,3,8,4,6,2,5,9,0,7,13,7,7,0,8,1,7
131,0,1,4,1,3,1,7,7,1,7,7,6,8,0,8,2,8,1,4,2,3,1,7,7,0,7,13,6,8,0,8,1,8
132,0,3,11,4,8,3,9,7,0,7,13,5,8,0,8,1,8,3,11,4,8,3,9,7,0,7,13,5,8,0,8,1,8
133,0,2,5,1,4,1,7,7,1,7,7,6,8,0,8,3,8,2,2,1,4,1,7,7,1,7,7,6,8,0,8,3,8
134,0,2,9,2,7,3,7,7,0,7,7,6,8,0,8,3,8,4,10,5,8,4,6,8,0,7,13,7,8,0,8,1,7
135,0,1,5,1,4,1,8,7,1,7,7,6,7,0,8,3,7,1,10,0,7,0,7,7,4,4,7,6,8,0,8,0,8
136,0,0,0,0,0,0,7,7,4,4,7,6,8,0,8,0,8,1,5,2,3,1,7,7,0,7,13,6,8,0,8,1,8
137,0,6,7,8,8,7,9,8,5,5,7,5,9,3,8,9,7,5,8,6,6,3,7,5,2,7,7,7,9,1,10,4,8
138,0,2,9,2,7,3,7,7,0,7,7,6,8,0,8,3,8,1,10,2,8,3,7,7,0,7,7,6,8,0,8,3,8
139,0,2,5,0,7,0,7,7,4,4,7,6,8,0,8,0,8,2,10,2,8,3,7,7,0,7,7,6,8,0,8,3,8
140,0,1,11,0,8,1,7,7,5,3,7,6,8,0,8,0,8,2,8,3,6,2,6,8,0,6,13,7,7,0,8,1,7
141,0,3,9,5,6,6,10,6,2,5,8,5,5,3,8,5,7,3,9,5,7,5,12,5,1,6,8,4,5,1,8,5,10
142,0,4,9,3,5,2,6,10,2,5,13,6,4,1,9,4,8,0,7,0,4,0,7,7,4,4,7,6,8,0,8,0,8
143,0,1,3,1,2,0,7,7,2,6,7,6,8,0,8,2,8,0,8,0,5,0,7,7,4,4,7,6,8,0,8,0,8
144,0,3,10,4,7,3,8,7,0,7,13,6,8,0,8,1,8,1,6,0,4,0,7,7,5,3,7,6,8,0,8,0,8
145,0,7,10,9,8,5,6,8,2,8,7,6,10,0,7,4,8,1,5,2,4,1,7,8,0,7,13,6,7,0,8,1,7
146,0,5,10,7,8,4,8,4,2,6,7,7,7,1,10,4,7,1,3,0,2,0,7,7,1,7,7,6,8,0,8,2,8
147,0,2,6,3,4,2,7,8,0,7,13,6,8,0,8,1,8,4,7,5,5,3,7,8,2,7,7,6,9,0,8,4,8
148,0,2,6,3,4,1,7,7,0,7,13,6,8,0,8,1,8,2,9,2,7,2,7,7,0,9,7,6,8,0,8,3,8
149,0,5,9,3,4,1,10,6,5,4,13,3,7,2,8,5,10,2,8,2,6,2,7,7,0,7,7,6,8,0,8,3,8
150,0,0,1,0,1,0,7,7,4,4,7,6,8,0,8,0,8,1,3,2,2,0,7,7,1,7,13,6,9,0,8,1,8
151,0,1,7,2,5,1,7,7,0,7,13,6,8,0,8,1,8,3,11,4,8,2,7,7,0,8,13,6,8,0,8,1,8
152,0,2,11,2,8,4,7,7,0,7,7,6,8,0,8,3,8,0,0,0,0,0,7,7,4,4,7,6,8,0,8,0,8
153,0,4,5,6,5,4,8,9,4,5,7,6,9,3,8,8,7,5,12,5,6,3,9,8,2,5,12,4,5,2,10,5,11
154,0,2,6,4,4,3,10,7,2,4,8,5,5,3,9,5,7,1,8,0,6,1,7,7,5,3,7,6,8,0,8,0,8
155,0,2,9,3,7,2,8,7,0,7,13,6,9,0,8,1,8,2,6,4,4,3,10,7,2,4,8,5,5,3,9,5,7
156,0,1,3,2,2,1,7,7,1,7,13,6,8,0,8,1,8,1,9,0,6,1,7,7,5,3,7,6,8,0,8,0,8
157,0,2,8,3,6,1,9,7,0,8,14,5,8,0,8,1,8,5,9,6,6,4,5,7,3,7,7,6,12,0,8,4,9
158,0,1,3,2,2,1,7,7,1,6,13,6,8,0,8,0,8,3,10,4,8,2,7,7,0,8,13,6,8,0,8,1,8
159,0,4,7,5,8,5,8,9,4,4,7,7,9,4,7,7,6,3,7,4,5,2,9,6,0,7,13,5,9,0,8,1,8
160,0,1,11,0,8,1,7,7,5,3,7,6,8,0,8,0,8,5,6,7,7,6,7,9,4,5,7,7,7,3,8,8,8
161,0,4,10,5,8,3,5,9,0,7,13,7,6,2,9,3,6,1,4,2,3,1,7,7,0,7,13,6,8,0,8,1,8
162,0,2,6,3,4,1,7,7,0,8,14,6,8,0,8,1,8,2,8,2,6,2,7,7,0,7,7,6,8,0,8,3,8
163,0,2,7,3,5,1,7,8,0,7,13,6,7,0,8,1,7,1,4,2,2,1,7,7,1,7,13,6,8,0,8,1,8
164,0,0,0,0,0,0,7,7,4,4,7,6,8,0,8,0,8,1,2,1,4,1,7,7,1,7,7,6,9,0,8,3,8
165,0,0,1,0,1,0,7,7,4,4,7,6,8,0,8,0,8,4,8,5,6,3,7,6,2,7,7,7,8,3,8,4,8
166,0,0,6,0,4,0,7,7,4,4,7,6,8,0,8,0,8,7,14,6,8,4,10,6,4,6,14,3,6,2,8,6,10
167,0,1,8,0,6,1,7,7,5,3,7,6,8,0,8,0,8,1,10,0,7,0,7,7,4,4,7,6,8,0,8,0,8
168,0,1,4,1,3,1,7,7,1,7,7,6,8,0,8,2,8,3,11,3,8,4,8,7,0,7,7,6,8,0,8,3,8
169,0,4,12,3,6,2,11,5,4,4,12,3,7,3,8,5,10,1,6,1,4,1,7,7,0,7,7,6,9,0,8,3,8
170,0,1,1,1,3,1,7,7,1,6,7,6,8,0,8,2,8,5,10,5,5,3,8,8,3,5,12,5,6,2,10,5,10
171,0,4,6,6,4,3,6,7,3,8,7,6,11,0,8,4,8,7,15,5,8,3,10,5,6,4,13,3,7,3,8,5,10
172,0,6,11,4,6,2,10,6,5,5,12,3,6,3,8,5,10,5,8,7,6,3,9,4,3,6,6,7,4,1,10,4,7
173,0,2,9,2,7,3,7,7,0,7,7,6,8,0,8,3,8,1,11,0,8,1,7,7,5,3,7,6,8,0,8,0,8
174,0,1,4,2,2,1,7,7,1,7,13,6,8,0,8,1,8,1,4,3,3,1,7,7,1,7,14,6,8,0,8,1,8
175,0,1,1,1,3,1,7,7,1,6,7,6,8,0,8,2,8,5,10,6,8,4,6,8,0,7,13,7,8,0,8,1,7
176,0,8,14,7,8,4,7,9,3,7,14,5,4,3,7,6,8,0,9,0,6,0,7,7,4,4,7,6,8,0,8,0,8
177,0,7,13,5,7,3,9,7,6,4,13,4,9,3,8,5,10,4,10,5,8,4,6,8,0,7,13,7,8,0,8,1,7
178,0,1,4,2,3,0,7,8,0,7,13,6,8,0,8,0,8,0,0,0,0,0,7,7,4,4,7,6,8,0,8,0,8
179,0,1,5,0,7,0,7,7,4,4,7,6,8,0,8,0,8,4,10,6,8,4,7,7,0,8,13,6,8,0,8,1,8
180,0,4,8,5,6,3,8,9,1,7,7,6,7,0,7,4,7,2,7,3,5,1,7,5,0,7,14,7,10,0,7,1,8
181,0,7,10,9,8,5,6,8,2,8,7,6,10,0,7,4,8,3,9,5,6,2,7,9,0,8,14,6,5,0,9,2,7
182,0,8,14,5,8,3,10,4,4,7,11,2,7,3,7,5,11,5,15,5,8,3,10,6,2,5,11,4,6,2,9,5,12
183,0,4,8,5,6,3,7,6,2,7,7,7,8,3,8,4,8,2,8,3,6,2,6,8,0,6,13,7,7,0,8,1,7
184,0,6,14,6,8,3,8,7,2,5,13,4,5,2,8,6,10,2,7,3,5,2,7,9,0,6,13,6,7,0,8,1,7
185,0,3,6,5,7,4,8,8,4,5,7,6,8,3,8,8,8,0,1,0,1,0,7,7,4,4,7,6,8,0,8,0,8
186,0,0,6,0,4,0,7,7,4,4,7,6,8,0,8,0,8,0,4,0,6,0,7,7,4,4,7,6,8,0,8,0,8
187,0,3,10,4,7,2,7,8,0,8,13,6,7,0,8,1,7,0,0,0,1,0,7,7,4,4,7,6,8,0,8,0,8
188,0,1,8,1,6,1,7,7,0,8,7,6,8,0,8,3,8,1,4,2,3,1,7,7,1,8,13,6,8,0,8,1,8
189,0,5,7,6,8,6,8,10,4,5,6,7,9,3,6,8,6,3,9,4,6,3,7,7,0,7,13,6,8,0,8,1,8
190,0,1,10,0,8,1,7,7,5,3,7,6,8,0,8,0,8,2,8,2,6,2,7,7,0,8,7,6,8,0,8,3,8
191,0,0,3,0,4,0,7,7,4,4,7,6,8,0,8,0,8,2,10,3,7,2,9,7,0,7,13,5,8,0,8,1,8
192,0,1,1,1,2,1,7,7,1,7,7,6,8,0,8,2,8,1,3,2,2,0,7,7,1,7,13,6,8,0,8,0,7
193,0,5,9,7,6,4,6,6,3,7,7,6,12,0,8,4,9,2,6,3,4,2,7,8,0,7,13,6,8,0,8,1,8
194,0,1,6,0,4,1,7,7,5,3,7,6,8,0,8,0,8,1,3,1,2,1,7,7,1,7,7,6,8,0,8,2,8
195,0,1,5,0,7,0,7,7,4,4,7,6,8,0,8,0,8,2,9,3,7,3,8,7,0,7,7,6,8,0,8,3,7
196,0,2,9,2,6,2,7,7,0,8,7,6,8,0,8,3,8,0,7,0,4,0,7,7,4,4,7,6,8,0,8,0,8
197,0,2,7,3,5,1,7,8,0,7,13,6,7,0,8,1,7,1,3,1,1,1,7,7,2,7,7,6,8,0,8,2,8
198,0,4,9,4,5,2,8,8,2,5,13,5,5,1,9,5,10,1,10,0,7,0,7,7,4,4,7,6,8,0,8,0,8
199,0,2,5,0,7,0,7,7,4,4,7,6,8,0,8,0,8,2,10,2,7,2,7,7,0,8,7,6,8,0,8,3,8
200,0,2,7,2,5,1,7,7,0,7,13,6,8,0,8,1,8,0,0,0,0,0,7,7,4,4,7,6,8,0,8,0,8
201,0,1,5,2,3,1,7,7,0,7,13,6,8,0,8,0,8,6,15,4,8,3,11,5,5,4,13,3,8,3,8,5,9
202,0,3,8,4,6,2,5,9,0,7,13,7,7,0,8,1,7,3,9,4,6,3,8,7,0,7,13,6,8,0,8,1,8
