,outlier,0,1,2,3,4,5
41,0,-0.18446045,-0.37287609,0.35508128,1.2396204,-0.37786573,1.0866964
42,0,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324
43,0,1.6330185,4.6788777,-0.45638679,1.4602973,1.2448588,0.30054306
44,0,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324
45,0,1.5591675,5.0504603,-0.50146835,0.94805686,-0.37786573,0.30968437
46,0,0.28659351,0.05178973,0.44524439,0.57252643,1.0542212,1.1415443
47,0,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324
48,0,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324
49,0,-0.065553621,-0.32864006,-0.32114211,0.50121784,-0.37786573,1.6290812
50,0,0.095190789,-0.29767485,0.49032595,0.50543729,0.10327201,1.2664756
51,0,0.29692587,-0.31536926,-0.0055711987,0.74636748,0.61842161,1.1476385
52,0,-0.49375369,-0.38614689,1.1665493,-0.024102819,1.1365345,1.0227071
53,0,0.13719776,-0.36845248,-0.095734317,-0.85955255,-0.37786573,-0.94572324
54,0,0.84250832,0.52511517,-0.18589744,0.92822548,-0.37786573,0.96176503
55,0,1.190929,4.953141,-0.32114211,1.5105086,0.57956973,0.67838418
56,0,-0.1551572,-0.35518168,0.26491816,-0.85955255,-0.37786573,-0.94572324
57,0,0.14465061,-0.36402888,-0.095734317,0.79868858,0.64769223,1.4767259
58,0,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324
59,0,0.21274255,0.46760834,2.8796486,0.7788572,-0.012954376,0.270072
60,0,0.24560284,0.48530275,0.12967348,-0.85955255,-0.37786573,-0.94572324
61,0,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324
62,0,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324
63,0,0.6223105,0.14468538,0.30999972,0.25311459,-0.37786573,1.1293559
64,0,0.17039681,-0.24016802,-0.27606055,0.88982855,-0.37786573,1.4188309
65,0,0.30827453,-0.45250093,-0.45638679,-0.85955255,-0.37786573,-0.94572324
66,0,-0.0020350187,-0.29325125,0.26491816,1.1978479,0.49030918,1.3030409
67,0,-0.029475055,0.020824514,0.12967348,-0.12410362,0.72016086,0.83073948
68,0,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324
69,0,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324
70,0,-0.0044063799,-0.15611958,1.3468756,-0.85955255,-0.37786573,-0.94572324
71,0,-0.34689869,-0.36845248,0.49032595,0.85354134,-0.37786573,0.99223609
72,0,-0.075039066,0.22873382,0.17475504,0.34087901,0.40480212,1.2268632
73,0,-0.28354947,-0.42595931,0.44524439,0.12948491,-0.37786573,1.4127367
74,0,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324
75,0,0.044037141,-0.25786243,0.08459192,0.50501534,-0.37786573,0.86121054
76,0,0.11619427,-0.45250093,0.12967348,-0.85955255,-0.37786573,-0.94572324
77,0,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324
78,0,-0.34232535,-0.42595931,0.17475504,0.71472166,0.5914887,1.3121822
79,0,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324
80,0,-0.28710651,-0.42595931,0.80589687,0.28265069,-0.37786573,0.87949317
81,0,0.014903275,-0.44365372,0.039510361,0.59151392,-0.37786573,1.0866964
82,0,-0.096889465,-0.14727237,-0.095734317,1.1096615,-0.37786573,0.56868837
83,0,1.3062788,1.5292729,-0.27606055,1.1615607,0.44490516,0.24264805
84,0,-0.41990273,-0.41711211,0.62557063,0.40332676,-0.37786573,1.1110732
85,0,-0.2613603,-0.32864006,1.7976912,0.88476522,0.62912234,0.99223609
86,0,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324
87,0,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324
88,0,-0.069110663,-0.43038291,0.30999972,0.54805366,0.73310051,0.74542051
89,0,0.33605333,0.11814376,-0.41130523,0.57294838,-0.37786573,0.98614188
90,0,-0.33334805,-0.44807732,0.49032595,0.73117749,0.61842161,1.2055335
91,0,-0.33199299,-0.32864006,-0.050652758,0.95143242,1.4092549,1.0958377
92,0,-0.11535221,-0.37287609,0.039510361,-0.85955255,-0.37786573,-0.94572324
93,0,0.08028509,-0.45250093,0.12967348,-0.85955255,-0.37786573,-0.94572324
94,0,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324
95,0,0.40228206,0.034095321,-0.18589744,1.4121956,0.78127026,0.92824687
96,0,0.70700197,2.1220356,1.1214678,-0.85955255,-0.37786573,-0.94572324
97,0,0.2042734,0.88342695,-0.27606055,-0.85955255,-0.37786573,-0.94572324
98,0,-0.56946787,-0.43923012,2.9247302,-0.11228918,-0.37786573,1.1141203
99,0,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324
100,0,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324
101,0,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324
102,0,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324
103,0,0.14634444,-0.33748727,-0.36622367,0.8417269,1.6810535,1.0714608
104,0,0.1317775,-0.34633447,0.039510361,-0.85955255,-0.37786573,-0.94572324
105,0,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324
106,0,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324
107,0,0.56827734,1.6487101,0.08459192,0.63497419,0.94497497,0.80026842
108,0,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324
109,0,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324
110,0,1.1868638,2.3166741,-0.36622367,-0.85955255,-0.37786573,-0.94572324
111,0,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324
112,0,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324
113,0,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324
114,0,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324
115,0,0.3114928,-0.44365372,0.08459192,-0.85955255,-0.37786573,-0.94572324
116,0,-0.46360353,-0.44807732,0.039510361,0.094041587,2.1414153,0.80026842
117,0,0.18987585,0.10044935,-0.32114211,-0.85955255,-0.37786573,-0.94572324
118,0,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324
119,0,0.93075683,0.75956609,-0.41130523,1.1628265,-0.37786573,0.87949317
120,0,-0.26762747,-0.43923012,0.26491816,0.5750581,-0.37786573,0.88863449
121,0,-0.36790217,-0.45250093,1.1214678,0.46661841,0.17965876,0.92215265
122,0,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324
123,0,0.053691969,0.060636934,0.98622311,0.12399963,-0.37786573,1.2969467
124,0,-0.12483765,-0.4038413,-0.32114211,-0.85955255,-0.37786573,-0.94572324
125,0,1.4312834,5.0858491,-0.45638679,0.87210689,-0.37786573,0.24874226
126,0,-0.55659477,-0.43923012,3.2853826,1.3050217,0.1855524,0.46813388
127,0,1.0430577,2.7988467,-0.45638679,2.1771806,-0.37786573,0.73323209
128,0,0.33622271,-0.12073076,0.17475504,5.5008359,-0.37786573,0.63877181
129,0,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324
130,0,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324
131,0,0.58030353,-0.45250093,0.12967348,-0.85955255,-0.37786573,-0.94572324
132,0,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324
133,0,-0.42193533,-0.45250093,0.58048907,-0.85955255,-0.37786573,-0.94572324
134,0,0.79457295,2.4538057,-0.36622367,0.89067244,2.857146,1.0775551
135,0,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324
136,0,0.026251932,-0.12515436,-0.14081588,0.84889995,-0.37786573,0.99223609
137,0,-0.065553621,-0.41711211,-0.36622367,-0.11524279,-0.37786573,0.75151473
138,0,-0.25356869,-0.31979286,2.3386699,1.1577632,0.27214599,0.8916816
139,0,-0.17107919,-0.42153571,1.0313047,0.36028844,-0.37786573,1.162874
140,0,0.011515617,-0.32421646,-0.050652758,0.046783825,-0.37786573,1.5132912
141,0,0.72292397,0.582622,0.17475504,0.77421581,0.28860866,0.86730475
142,0,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324
143,0,-0.33470311,-0.43480652,-0.230979,-0.39836742,-0.37786573,0.35234386
144,0,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324
145,0,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324
146,0,-0.077241044,-0.36845248,-0.45638679,-0.85955255,-0.37786573,-0.94572324
147,0,-0.38297725,-0.4082649,1.4821203,1.3016462,0.1218419,0.86121054
148,0,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324
149,0,0.3294474,0.1844978,0.2198366,1.067889,0.31432333,1.3152293
150,0,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324
151,0,0.12771231,-0.31979286,0.039510361,-0.85955255,-0.37786573,-0.94572324
152,0,1.2178609,0.83919093,-0.230979,2.0117785,-0.37786573,1.2451459
153,0,-0.18310538,-0.36845248,0.039510361,0.77252803,0.82459999,1.5620449
154,0,0.086382876,-0.010140702,-0.14081588,0.51303228,1.2994161,0.92519976
155,0,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324
156,0,-0.009657251,-0.27113323,0.76081531,0.57590199,-0.37786573,1.1720153
157,0,0.11483921,-0.22247361,2.5640777,0.58645059,0.31168931,0.91605844
158,0,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324
159,0,0.72173829,0.84803813,0.08459192,1.7269661,0.43035217,1.2664756
160,0,0.2261238,0.087178548,0.80589687,0.82147357,0.5094388,1.01966
161,0,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324
162,0,0.14837703,-0.44807732,-0.27606055,1.1400415,-0.37786573,1.8576142
163,0,-0.37840391,-0.43480652,0.80589687,-0.092035852,0.25591381,1.4096896
164,0,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324
165,0,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324
166,0,-0.34130905,-0.35960528,0.80589687,0.1856035,-0.37786573,0.83378658
167,0,-0.0084715705,-0.41711211,-0.0055711987,1.4835042,0.542858,0.86121054
168,0,-0.017618249,-0.43923012,-0.18589744,-0.85955255,-0.37786573,-0.94572324
169,0,-0.16430388,-0.14284877,1.0313047,1.2792831,1.8747532,0.97395345
170,0,-0.3685797,-0.41711211,1.1665493,0.77716942,0.86776508,0.85511633
171,0,0.74731511,1.294822,-0.45638679,1.7117761,-0.37786573,0.94043529
172,0,0.2340848,-0.44807732,0.58048907,-0.85955255,-0.37786573,-0.94572324
173,0,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324
174,0,-0.031338267,-0.31979286,-0.095734317,0.23539293,-0.37786573,0.98614188
175,0,-0.26542549,-0.3994177,0.40016284,1.2700004,-0.37786573,0.91910555
176,0,-0.13652507,-0.43480652,-0.45638679,1.1240076,4.9025988,1.421878
177,0,0.27693868,-0.39057049,0.12967348,-0.85955255,-0.37786573,-0.94572324
178,0,0.0084667236,-0.15169597,0.71573375,0.356069,-0.37786573,1.2085806
179,0,0.13923035,0.83476733,-0.18589744,0.49573257,-0.37786573,0.80636263
180,0,-0.33317867,-0.43038291,-0.32114211,0.075054093,-0.37786573,1.0714608
181,0,0.29743402,-0.195932,0.2198366,-0.85955255,-0.37786573,-0.94572324
182,0,0.17818843,-0.41711211,-0.27606055,0.53961477,1.4927865,1.2817111
183,0,-0.43701041,-0.44365372,-0.095734317,2.0147321,-0.37786573,0.30968437
184,0,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324
185,0,0.23730308,-0.24459162,0.039510361,-0.85955255,-0.37786573,-0.94572324
186,0,-0.14109841,-0.32864006,-0.0055711987,0.44594314,1.3727408,0.75456183
187,0,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324
188,0,-0.028966906,-0.34633447,-0.050652758,-0.85955255,-0.37786573,-0.94572324
189,0,-0.31217518,-0.45250093,-0.18589744,0.61261114,-0.37786573,1.1232616
190,0,0.43023024,-0.23574442,-0.14081588,0.8674655,-0.37786573,0.7393263
191,0,-0.32115248,-0.42595931,-0.0055711987,1.0961593,-0.37786573,0.74542051
192,0,-0.016432569,-0.39057049,0.08459192,0.20416905,0.42613773,1.0958377
193,0,0.28134264,-0.032258713,0.08459192,-0.85955255,-0.37786573,-0.94572324
194,0,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324
195,0,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324
196,0,-0.3994074,-0.4082649,2.1583436,0.91556715,0.44977811,0.68143129
197,0,0.4138001,0.029671718,-0.050652758,0.20881044,-0.37786573,1.0958377
198,0,0.58352181,0.82149652,-0.095734317,1.4252759,-0.37786573,1.6047044
199,0,0.02150921,-0.12957796,-0.18589744,0.76493303,-0.37786573,1.3700772
200,0,0.29811155,0.0075537073,-0.14081588,1.3062876,2.5347742,0.9983303
201,0,0.17784966,-0.010140702,0.08459192,-0.85955255,-0.37786573,-0.94572324
202,0,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324
203,0,-0.08045932,-0.29325125,-0.27606055,-0.85955255,-0.37786573,-0.94572324
204,0,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324
205,0,-0.29455936,-0.44365372,0.44524439,-0.85955255,-0.37786573,-0.94572324
206,0,1.7427786,1.9539387,-0.18589744,0.57168254,0.63932919,0.49251073
207,0,0.34774075,0.24200463,0.12967348,-0.85955255,-0.37786573,-0.94572324
208,0,1.949934,1.9716331,-0.32114211,1.2556543,-0.37786573,0.41023887
209,0,0.85707525,2.0866468,-0.45638679,-0.85955255,-0.37786573,-0.94572324
210,0,0.42785888,0.32605307,0.30999972,-0.85955255,-0.37786573,-0.94572324
211,0,-0.38399355,-0.44365372,0.17475504,1.0932057,1.2048545,0.78503289
212,0,0.44716854,0.5914692,0.62557063,-0.3477341,-0.37786573,1.1567798
213,0,0.023372422,-0.36402888,0.17475504,0.59277976,-0.37786573,1.2603814
214,0,-0.23205705,-0.45250093,0.35508128,-0.85955255,-0.37786573,-0.94572324
215,0,0.72800545,1.1267251,0.08459192,0.96198103,0.29344868,1.0714608
216,0,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324
217,0,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324
218,0,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324
219,0,-0.23781607,-0.18266119,0.62557063,0.56239977,0.46923698,0.87949317
220,0,0.10145796,-0.2136264,-0.18589744,2.0826651,-0.37786573,1.1506856
221,0,0.26033916,-0.32421646,-0.36622367,1.378862,-0.37786573,1.4432078
222,0,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324
223,0,1.5540861,5.0681547,-0.230979,1.6299189,0.21706193,0.78808
224,0,-0.1461799,-0.22247361,-0.095734317,0.48265229,-0.37786573,1.190298
225,0,-0.0086409534,-0.30209845,2.9698117,0.68982695,0.13889721,0.69666682
226,0,-0.43260645,-0.44807732,-0.0055711987,-0.85955255,-0.37786573,-0.94572324
227,0,0.24780482,1.2328915,-0.0055711987,0.73159943,-0.37786573,1.0501311
228,0,-0.14584114,-0.27555684,0.89605999,0.49066924,0.74831201,0.78808
229,0,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324
230,0,0.68176391,1.0338294,-0.32114211,0.64636668,1.1967549,0.65096023
231,0,0.31267848,0.025248116,0.039510361,0.5894042,-0.37786573,1.0013774
232,0,-0.20156812,-0.32864006,0.89605999,0.54341227,-0.37786573,0.9983303
233,0,0.38940896,-0.067647531,0.12967348,1.5581883,-0.37786573,0.96785924
234,0,0.53321507,-0.32421646,-0.14081588,0.95860547,-0.37786573,1.1476385
235,0,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324
236,0,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324
237,0,0.90670446,-0.45250093,-0.45638679,-0.85955255,-0.37786573,-0.94572324
238,0,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324
239,0,0.11365353,0.029671718,0.039510361,-0.85955255,-0.37786573,-0.94572324
240,0,-0.084693894,-0.30652205,1.8427727,0.86029245,0.063399448,1.104979
241,0,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324
242,0,-0.22866939,-0.37287609,0.039510361,0.63919363,1.2283961,1.1080261
243,0,0.017444019,-0.24459162,-0.41130523,0.12357769,1.7636631,1.0623195
244,0,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324
245,0,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324
246,0,0.72766669,-0.08534194,-0.230979,0.68982695,0.93015857,0.83378658
247,0,0.52017259,1.2107735,0.17475504,0.37716622,0.38060201,0.90996423
248,0,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324
249,0,-0.11450529,-0.43038291,-0.14081588,0.92611576,1.308273,1.2695227
250,0,2.426747,2.462653,-0.45638679,1.2944731,0.81594063,0.52298179
251,0,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324
252,0,0.46478436,-0.023411508,-0.36622367,1.0526991,-0.37786573,1.4980557
253,0,-0.56879034,-0.45250093,0.67065219,-0.85955255,-0.37786573,-0.94572324
254,0,-0.17768513,-0.43923012,-0.050652758,0.9826563,1.1757486,1.162874
255,0,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324
256,0,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324
257,0,-0.43006571,-0.38614689,0.17475504,-0.85955255,-0.37786573,-0.94572324
258,0,6.9031993,-0.43038291,-0.54654991,-0.85955255,-0.37786573,-0.94572324
259,0,1.3025524,1.6619809,-0.14081588,2.7176913,-0.37786573,1.0105187
260,0,0.59791936,1.2063499,-0.32114211,0.078429648,-0.37786573,0.55954706
261,0,0.77052057,0.68436485,-0.41130523,0.73244332,-0.37786573,0.75151473
262,0,-0.2405262,-0.36402888,-0.14081588,-0.85955255,-0.37786573,-0.94572324
263,0,1.2012614,3.8826293,-0.45638679,-0.85955255,-0.37786573,-0.94572324
264,0,-0.060810899,-0.33748727,-0.59163147,-0.14477889,-0.37786573,0.97395345
265,0,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324
266,0,-0.19530095,-0.4082649,-0.095734317,0.50712506,1.1365016,1.507197
267,0,0.39957193,0.46318474,0.08459192,0.76577692,0.73310051,0.82464527
268,0,-0.37637132,-0.43480652,1.301794,0.63455224,-0.37786573,1.1110732
269,0,0.88028072,1.0957599,0.039510361,1.0058632,0.79414406,0.81855105
270,0,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324
271,0,0.23476233,0.14910898,0.08459192,-0.85955255,-0.37786573,-0.94572324
272,0,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324
273,0,1.1687399,1.8521958,-0.230979,-0.85955255,-0.37786573,-0.94572324
274,0,-0.26288475,-0.44365372,0.44524439,0.17336712,0.59804084,1.0897435
275,0,-0.17531377,-0.44807732,-0.14081588,1.6231678,1.4062258,0.77284447
276,0,0.4158327,0.50742076,-0.50146835,1.3851912,-0.37786573,1.0105187
277,0,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324
278,0,0.48646538,-0.31094565,0.12967348,1.212194,-0.37786573,1.132403
279,0,-0.40669086,-0.43480652,1.1214678,-0.85955255,-0.37786573,-0.94572324
280,0,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324
281,0,0.11551674,-0.29325125,0.17475504,0.86999717,0.61048661,1.2603814
282,0,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324
283,0,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324
284,0,-0.083508213,-0.38614689,-0.18589744,1.2615615,-0.37786573,0.9434824
285,0,-0.053188667,-0.45250093,0.40016284,-0.85955255,-0.37786573,-0.94572324
286,0,-0.14550237,-0.32421646,0.76081531,-0.85955255,-0.37786573,-0.94572324
287,0,-0.54558487,-0.44807732,0.85097843,-0.85955255,-0.37786573,-0.94572324
288,0,0.18479436,-0.027835111,0.35508128,-0.85955255,-0.37786573,-0.94572324
289,0,-0.07639413,-0.45250093,-0.095734317,-0.85955255,-0.37786573,-0.94572324
290,0,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324
291,0,0.12635725,-0.18266119,-0.14081588,-0.85955255,-0.37786573,-0.94572324
292,0,-0.16261005,-0.42595931,-0.0055711987,1.015146,-0.37786573,1.2725698
293,0,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324
294,0,0.78695072,0.62685802,-0.27606055,0.71134611,-0.37786573,0.55954706
295,0,0.039463802,-0.45250093,-0.36622367,-0.85955255,-0.37786573,-0.94572324
296,0,1.0749017,3.1792765,-0.45638679,1.6484844,2.2694619,0.7393263
297,0,0.6302715,0.67994125,-0.36622367,-0.85955255,-0.37786573,-0.94572324
298,0,0.87909504,-0.43923012,0.039510361,-0.85955255,-0.37786573,-0.94572324
299,0,-0.072328939,-0.0057170995,-0.27606055,0.35016178,2.7769399,0.76065604
300,0,-0.43260645,-0.45250093,1.0313047,0.46704035,0.34204645,0.90996423
301,0,0.25305569,-0.0012934972,0.08459192,0.71851916,-0.37786573,1.565092
302,0,-0.078257342,-0.36845248,0.08459192,1.3670476,-0.37786573,1.0135658
303,0,-0.062335345,-0.063223929,-0.45638679,0.87337272,-0.37786573,1.4767259
304,0,-0.22985507,-0.12515436,1.5272018,-0.85955255,-0.37786573,-0.94572324
305,0,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324
306,0,0.68921676,4.6700305,-0.18589744,0.76029165,-0.37786573,0.61439496
307,0,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324
308,0,0.42057542,-0.44807732,-0.230979,-0.85955255,-0.37786573,-0.94572324
309,0,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324
310,0,-0.14109841,-0.41711211,-0.050652758,-0.85955255,-0.37786573,-0.94572324
311,0,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324
312,0,-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324
313,0,0.83014337,0.75514249,-0.32114211,0.75775998,1.1283361,0.6357247
314,0,-0.016601952,-0.25786243,0.49032595,1.0088168,0.34711695,1.4096896
315,0,-0.48850282,-0.45250093,1.1665493,0.42400203,0.23243805,0.6844784
316,0,-0.59131827,-0.43038291,-0.59163147,-0.85955255,-0.37786573,-0.94572324
317,0,-0.35858611,-0.14284877,0.039510361,0.57294838,-0.37786573,1.0348956
318,0,0.16599286,-0.0057170995,-0.14081588,-0.85955255,-0.37786573,-0.94572324
